"DateTime","Counter-Strike: Global Offensive","Sid Meier's Civilization V","Grand Theft Auto V","Sid Meier's Civilization VI","The Elder Scrolls V: Skyrim Special Edition","Far Cry 5","PUBG: BATTLEGROUNDS","Monster Hunter: World","Assassin's Creed Odyssey","太吾绘卷 The Scroll Of Taiwu"
"2014-05-05 00:00:00",152969,38369,,,,,,,,
"2014-05-06 00:00:00",147642,38117,,,,,,,,
"2014-05-07 00:00:00",152119,38911,,,,,,,,
"2014-05-08 00:00:00",150519,42091,,,,,,,,
"2014-05-09 00:00:00",152722,52716,,,,,,,,
"2014-05-10 00:00:00",160519,53511,,,,,,,,
"2014-05-11 00:00:00",151530,51478,,,,,,,,
"2014-05-12 00:00:00",144348,38250,,,,,,,,
"2014-05-13 00:00:00",137862,37694,,,,,,,,
"2014-05-14 00:00:00",115401,36138,,,,,,,,
"2014-05-15 00:00:00",139932,40773,,,,,,,,
"2014-05-16 00:00:00",139138,49496,,,,,,,,
"2014-05-17 00:00:00",150584,52803,,,,,,,,
"2014-05-18 00:00:00",140332,51651,,,,,,,,
"2014-05-19 00:00:00",137078,39996,,,,,,,,
"2014-05-20 00:00:00",134229,37744,,,,,,,,
"2014-05-21 00:00:00",133107,37852,,,,,,,,
"2014-05-22 00:00:00",135747,42449,,,,,,,,
"2014-05-23 00:00:00",135077,49542,,,,,,,,
"2014-05-24 00:00:00",146158,52790,,,,,,,,
"2014-05-25 00:00:00",149526,52394,,,,,,,,
"2014-05-26 00:00:00",134705,51064,,,,,,,,
"2014-05-27 00:00:00",136515,40649,,,,,,,,
"2014-05-28 00:00:00",133703,40751,,,,,,,,
"2014-05-29 00:00:00",128874,40509,,,,,,,,
"2014-05-30 00:00:00",127206,48806,,,,,,,,
"2014-05-31 00:00:00",141587,51797,,,,,,,,
"2014-06-01 00:00:00",164134,71677,,,,,,,,
"2014-06-02 00:00:00",133685,38184,,,,,,,,
"2014-06-03 00:00:00",131590,38381,,,,,,,,
"2014-06-04 00:00:00",128045,37974,,,,,,,,
"2014-06-05 00:00:00",125517,38829,,,,,,,,
"2014-06-06 00:00:00",124209,47257,,,,,,,,
"2014-06-07 00:00:00",133192,51228,,,,,,,,
"2014-06-08 00:00:00",130675,51251,,,,,,,,
"2014-06-09 00:00:00",137338,44812,,,,,,,,
"2014-06-10 00:00:00",133723,56410,,,,,,,,
"2014-06-11 00:00:00",130179,55820,,,,,,,,
"2014-06-12 00:00:00",121324,51365,,,,,,,,
"2014-06-13 00:00:00",125319,60204,,,,,,,,
"2014-06-14 00:00:00",139039,61990,,,,,,,,
"2014-06-15 00:00:00",147677,60514,,,,,,,,
"2014-06-16 00:00:00",144416,47979,,,,,,,,
"2014-06-17 00:00:00",139352,46349,,,,,,,,
"2014-06-18 00:00:00",131798,44668,,,,,,,,
"2014-06-19 00:00:00",123559,46142,,,,,,,,
"2014-06-20 00:00:00",123722,51547,,,,,,,,
"2014-06-21 00:00:00",148769,58250,,,,,,,,
"2014-06-22 00:00:00",145153,57880,,,,,,,,
"2014-06-23 00:00:00",146010,46169,,,,,,,,
"2014-06-24 00:00:00",150051,45305,,,,,,,,
"2014-06-25 00:00:00",154182,46859,,,,,,,,
"2014-06-26 00:00:00",146875,57263,,,,,,,,
"2014-06-27 00:00:00",145018,67803,,,,,,,,
"2014-06-28 00:00:00",162626,73866,,,,,,,,
"2014-06-29 00:00:00",165292,72447,,,,,,,,
"2014-06-30 00:00:00",160439,58666,,,,,,,,
"2014-07-01 00:00:00",194016,65738,,,,,,,,
"2014-07-02 00:00:00",183071,54284,,,,,,,,
"2014-07-03 00:00:00",170854,59587,,,,,,,,
"2014-07-04 00:00:00",157654,62378,,,,,,,,
"2014-07-05 00:00:00",173510,66854,,,,,,,,
"2014-07-06 00:00:00",171220,66310,,,,,,,,
"2014-07-07 00:00:00",163294,52156,,,,,,,,
"2014-07-08 00:00:00",158216,47576,,,,,,,,
"2014-07-09 00:00:00",158035,46451,,,,,,,,
"2014-07-10 00:00:00",162225,47660,,,,,,,,
"2014-07-11 00:00:00",160536,56825,,,,,,,,
"2014-07-12 00:00:00",150723,57971,,,,,,,,
"2014-07-13 00:00:00",165848,53462,,,,,,,,
"2014-07-14 00:00:00",165791,48009,,,,,,,,
"2014-07-15 00:00:00",161747,47588,,,,,,,,
"2014-07-16 00:00:00",156178,45931,,,,,,,,
"2014-07-17 00:00:00",153326,44727,,,,,,,,
"2014-07-18 00:00:00",145907,54129,,,,,,,,
"2014-07-19 00:00:00",162164,60248,,,,,,,,
"2014-07-20 00:00:00",156268,59597,,,,,,,,
"2014-07-21 00:00:00",163137,47263,,,,,,,,
"2014-07-22 00:00:00",158315,46228,,,,,,,,
"2014-07-23 00:00:00",156353,45005,,,,,,,,
"2014-07-24 00:00:00",152883,45110,,,,,,,,
"2014-07-25 00:00:00",151488,53700,,,,,,,,
"2014-07-26 00:00:00",167430,60065,,,,,,,,
"2014-07-27 00:00:00",171261,59789,,,,,,,,
"2014-07-28 00:00:00",167757,48456,,,,,,,,
"2014-07-29 00:00:00",166642,46395,,,,,,,,
"2014-07-30 00:00:00",161796,44931,,,,,,,,
"2014-07-31 00:00:00",162881,44454,,,,,,,,
"2014-08-01 00:00:00",277192,80375,,,,,,,,
"2014-08-02 00:00:00",178670,59121,,,,,,,,
"2014-08-03 00:00:00",189853,58521,,,,,,,,
"2014-08-04 00:00:00",186021,48064,,,,,,,,
"2014-08-05 00:00:00",170376,45848,,,,,,,,
"2014-08-06 00:00:00",180958,44285,,,,,,,,
"2014-08-07 00:00:00",178871,45851,,,,,,,,
"2014-08-08 00:00:00",176850,54465,,,,,,,,
"2014-08-09 00:00:00",191704,60303,,,,,,,,
"2014-08-10 00:00:00",183412,59249,,,,,,,,
"2014-08-11 00:00:00",184545,47249,,,,,,,,
"2014-08-12 00:00:00",187733,47249,,,,,,,,
"2014-08-13 00:00:00",227074,44028,,,,,,,,
"2014-08-14 00:00:00",224200,44590,,,,,,,,
"2014-08-15 00:00:00",247871,53819,,,,,,,,
"2014-08-16 00:00:00",275014,58710,,,,,,,,
"2014-08-17 00:00:00",245554,57565,,,,,,,,
"2014-08-18 00:00:00",220847,45054,,,,,,,,
"2014-08-19 00:00:00",217633,45319,,,,,,,,
"2014-08-20 00:00:00",212574,53707,,,,,,,,
"2014-08-21 00:00:00",208364,58404,,,,,,,,
"2014-08-22 00:00:00",210841,72450,,,,,,,,
"2014-08-23 00:00:00",228936,81355,,,,,,,,
"2014-08-24 00:00:00",213502,80287,,,,,,,,
"2014-08-25 00:00:00",211170,62714,,,,,,,,
"2014-08-26 00:00:00",200193,58315,,,,,,,,
"2014-08-27 00:00:00",208428,54687,,,,,,,,
"2014-08-28 00:00:00",209288,54973,,,,,,,,
"2014-08-29 00:00:00",220227,66552,,,,,,,,
"2014-08-30 00:00:00",220409,69430,,,,,,,,
"2014-08-31 00:00:00",227276,67646,,,,,,,,
"2014-09-01 00:00:00",242494,66292,,,,,,,,
"2014-09-02 00:00:00",205170,46571,,,,,,,,
"2014-09-03 00:00:00",199955,44816,,,,,,,,
"2014-09-04 00:00:00",216998,47899,,,,,,,,
"2014-09-05 00:00:00",232911,62512,,,,,,,,
"2014-09-06 00:00:00",241620,62744,,,,,,,,
"2014-09-07 00:00:00",217032,59148,,,,,,,,
"2014-09-08 00:00:00",209270,42994,,,,,,,,
"2014-09-09 00:00:00",204605,42068,,,,,,,,
"2014-09-10 00:00:00",207622,40506,,,,,,,,
"2014-09-11 00:00:00",225640,45031,,,,,,,,
"2014-09-12 00:00:00",240450,59170,,,,,,,,
"2014-09-13 00:00:00",239484,59170,,,,,,,,
"2014-09-14 00:00:00",225370,56106,,,,,,,,
"2014-09-15 00:00:00",212225,41942,,,,,,,,
"2014-09-16 00:00:00",212261,38915,,,,,,,,
"2014-09-17 00:00:00",212285,38531,,,,,,,,
"2014-09-18 00:00:00",221505,43197,,,,,,,,
"2014-09-19 00:00:00",235786,55021,,,,,,,,
"2014-09-20 00:00:00",235997,55914,,,,,,,,
"2014-09-21 00:00:00",218868,53357,,,,,,,,
"2014-09-22 00:00:00",211890,40122,,,,,,,,
"2014-09-23 00:00:00",207820,38063,,,,,,,,
"2014-09-24 00:00:00",168851,37334,,,,,,,,
"2014-09-25 00:00:00",216907,42009,,,,,,,,
"2014-09-26 00:00:00",237650,53972,,,,,,,,
"2014-09-27 00:00:00",242527,55335,,,,,,,,
"2014-09-28 00:00:00",216806,53310,,,,,,,,
"2014-09-29 00:00:00",212896,38543,,,,,,,,
"2014-09-30 00:00:00",214183,37085,,,,,,,,
"2014-10-01 00:00:00",260613,55493,,,,,,,,
"2014-10-02 00:00:00",224909,43258,,,,,,,,
"2014-10-03 00:00:00",249492,55517,,,,,,,,
"2014-10-04 00:00:00",247227,55606,,,,,,,,
"2014-10-05 00:00:00",224048,52663,,,,,,,,
"2014-10-06 00:00:00",218072,39017,,,,,,,,
"2014-10-07 00:00:00",218373,38332,,,,,,,,
"2014-10-08 00:00:00",214641,37766,,,,,,,,
"2014-10-09 00:00:00",229962,43314,,,,,,,,
"2014-10-10 00:00:00",241017,54494,,,,,,,,
"2014-10-11 00:00:00",249290,56049,,,,,,,,
"2014-10-12 00:00:00",242077,53869,,,,,,,,
"2014-10-13 00:00:00",223341,44310,,,,,,,,
"2014-10-14 00:00:00",220268,37496,,,,,,,,
"2014-10-15 00:00:00",209703,36715,,,,,,,,
"2014-10-16 00:00:00",224605,41054,,,,,,,,
"2014-10-17 00:00:00",242915,52775,,,,,,,,
"2014-10-18 00:00:00",239715,53286,,,,,,,,
"2014-10-19 00:00:00",221691,51462,,,,,,,,
"2014-10-20 00:00:00",224156,45249,,,,,,,,
"2014-10-21 00:00:00",220154,47188,,,,,,,,
"2014-10-22 00:00:00",225079,46433,,,,,,,,
"2014-10-23 00:00:00",234616,41403,,,,,,,,
"2014-10-24 00:00:00",252951,51018,,,,,,,,
"2014-10-25 00:00:00",261555,53994,,,,,,,,
"2014-10-26 00:00:00",234996,53774,,,,,,,,
"2014-10-27 00:00:00",229765,39979,,,,,,,,
"2014-10-28 00:00:00",228824,40699,,,,,,,,
"2014-10-29 00:00:00",232119,39233,,,,,,,,
"2014-10-30 00:00:00",225555,39913,,,,,,,,
"2014-10-31 00:00:00",252664,54232,,,,,,,,
"2014-11-01 00:00:00",348018,55760,,,,,,,,
"2014-11-02 00:00:00",252187,55432,,,,,,,,
"2014-11-03 00:00:00",228545,39282,,,,,,,,
"2014-11-04 00:00:00",226173,37213,,,,,,,,
"2014-11-05 00:00:00",234215,35289,,,,,,,,
"2014-11-06 00:00:00",236933,39224,,,,,,,,
"2014-11-07 00:00:00",256821,50871,,,,,,,,
"2014-11-08 00:00:00",253667,51609,,,,,,,,
"2014-11-09 00:00:00",239776,51476,,,,,,,,
"2014-11-10 00:00:00",239319,40056,,,,,,,,
"2014-11-11 00:00:00",257322,40184,,,,,,,,
"2014-11-12 00:00:00",241651,32742,,,,,,,,
"2014-11-13 00:00:00",254306,35770,,,,,,,,
"2014-11-14 00:00:00",270707,49544,,,,,,,,
"2014-11-15 00:00:00",264525,50212,,,,,,,,
"2014-11-16 00:00:00",237396,50066,,,,,,,,
"2014-11-17 00:00:00",230615,34850,,,,,,,,
"2014-11-18 00:00:00",233909,32467,,,,,,,,
"2014-11-19 00:00:00",227018,31557,,,,,,,,
"2014-11-20 00:00:00",239704,34064,,,,,,,,
"2014-11-21 00:00:00",238536,36459,,,,,,,,
"2014-11-22 00:00:00",263723,46634,,,,,,,,
"2014-11-23 00:00:00",244634,46716,,,,,,,,
"2014-11-24 00:00:00",225206,34054,,,,,,,,
"2014-11-25 00:00:00",252065,36907,,,,,,,,
"2014-11-26 00:00:00",309116,40220,,,,,,,,
"2014-11-27 00:00:00",329206,46191,,,,,,,,
"2014-11-28 00:00:00",349462,48366,,,,,,,,
"2014-11-29 00:00:00",330573,48864,,,,,,,,
"2014-11-30 00:00:00",298410,48188,,,,,,,,
"2014-12-01 00:00:00",367634,58038,,,,,,,,
"2014-12-02 00:00:00",286289,33763,,,,,,,,
"2014-12-03 00:00:00",282730,32731,,,,,,,,
"2014-12-04 00:00:00",296645,35793,,,,,,,,
"2014-12-05 00:00:00",296110,38009,,,,,,,,
"2014-12-06 00:00:00",309816,48280,,,,,,,,
"2014-12-07 00:00:00",297178,48274,,,,,,,,
"2014-12-08 00:00:00",288325,34884,,,,,,,,
"2014-12-09 00:00:00",285266,33114,,,,,,,,
"2014-12-10 00:00:00",283191,31482,,,,,,,,
"2014-12-11 00:00:00",297185,34455,,,,,,,,
"2014-12-12 00:00:00",317354,45590,,,,,,,,
"2014-12-13 00:00:00",317040,47415,,,,,,,,
"2014-12-14 00:00:00",295428,47446,,,,,,,,
"2014-12-15 00:00:00",293914,35119,,,,,,,,
"2014-12-16 00:00:00",290357,35033,,,,,,,,
"2014-12-17 00:00:00",290018,35627,,,,,,,,
"2014-12-18 00:00:00",295737,42737,,,,,,,,
"2014-12-19 00:00:00",314777,54281,,,,,,,,
"2014-12-20 00:00:00",318366,57484,,,,,,,,
"2014-12-21 00:00:00",317470,58195,,,,,,,,
"2014-12-22 00:00:00",311679,51997,,,,,,,,
"2014-12-23 00:00:00",299758,51218,,,,,,,,
"2014-12-24 00:00:00",285838,47315,,,,,,,,
"2014-12-25 00:00:00",319559,52582,,,,,,,,
"2014-12-26 00:00:00",349626,56035,,,,,,,,
"2014-12-27 00:00:00",359662,57734,,,,,,,,
"2014-12-28 00:00:00",364666,58795,,,,,,,,
"2014-12-29 00:00:00",368024,52428,,,,,,,,
"2014-12-30 00:00:00",369561,52818,,,,,,,,
"2014-12-31 00:00:00",359692,61476,,,,,,,,
"2015-01-01 00:00:00",443188,62502,,,,,,,,
"2015-01-02 00:00:00",383943,60292,,,,,,,,
"2015-01-03 00:00:00",398639,62057,,,,,,,,
"2015-01-04 00:00:00",389040,60102,,,,,,,,
"2015-01-05 00:00:00",376364,44630,,,,,,,,
"2015-01-06 00:00:00",376364,41235,,,,,,,,
"2015-01-07 00:00:00",375622,41246,,,,,,,,
"2015-01-08 00:00:00",440458,43030,,,,,,,,
"2015-01-09 00:00:00",443991,57095,,,,,,,,
"2015-01-10 00:00:00",443991,57952,,,,,,,,
"2015-01-11 00:00:00",384553,56723,,,,,,,,
"2015-01-12 00:00:00",386492,40000,,,,,,,,
"2015-01-13 00:00:00",382747,38651,,,,,,,,
"2015-01-14 00:00:00",381328,37189,,,,,,,,
"2015-01-15 00:00:00",405872,42468,,,,,,,,
"2015-01-16 00:00:00",442871,57212,,,,,,,,
